Year,Quarter,ID,Nowcast,Q1Ahead_fc,Q2Ahead_fc,Q3Ahead_fc,Q4Ahead_fc,Date_Number,Nowcast_CF,Q1Ahead_CD,Q2Ahead_CD,Q3Ahead_CD,Q4Ahead_CD
1981,4,5,NaN,NaN,NaN,NaN,NaN,2,11.75,12.81333333,12.42,9.316666667,7.906666667
1981,4,7,11.7,9.4,8.8,8.6,8.8,2,11.75,12.81333333,12.42,9.316666667,7.906666667
1981,4,9,10.8,10.8,10.5,10.4,10,2,11.75,12.81333333,12.42,9.316666667,7.906666667
1981,4,12,NaN,NaN,NaN,NaN,NaN,2,11.75,12.81333333,12.42,9.316666667,7.906666667
1981,4,13,14.8,14.7,15,14.5,14,2,11.75,12.81333333,12.42,9.316666667,7.906666667
1981,4,14,NaN,NaN,NaN,NaN,NaN,2,11.75,12.81333333,12.42,9.316666667,7.906666667
1981,4,16,11,9,11,14,16,2,11.75,12.81333333,12.42,9.316666667,7.906666667
1981,4,18,12.8,10.8,9.8,9.9,10.5,2,11.75,12.81333333,12.42,9.316666667,7.906666667
1981,4,19,11.8,11,12,13.5,14,2,11.75,12.81333333,12.42,9.316666667,7.906666667
1981,4,20,14,14,13,14,13,2,11.75,12.81333333,12.42,9.316666667,7.906666667
1981,4,21,NaN,NaN,NaN,NaN,NaN,2,11.75,12.81333333,12.42,9.316666667,7.906666667
1981,4,23,14.7,14,13.5,13,12.5,2,11.75,12.81333333,12.42,9.316666667,7.906666667
1981,4,25,11.4,10,9,8.5,9,2,11.75,12.81333333,12.42,9.316666667,7.906666667
1981,4,30,14.2,14,14,13.5,13,2,11.75,12.81333333,12.42,9.316666667,7.906666667
1981,4,31,11.7,10.5,10,10,11,2,11.75,12.81333333,12.42,9.316666667,7.906666667
1981,4,35,12.5,12.7,13,14.5,14.5,2,11.75,12.81333333,12.42,9.316666667,7.906666667
1981,4,36,NaN,NaN,NaN,NaN,NaN,2,11.75,12.81333333,12.42,9.316666667,7.906666667
1981,4,39,11.5,9,10,12.5,14,2,11.75,12.81333333,12.42,9.316666667,7.906666667
1981,4,40,13.75,12.75,12.5,13.25,13.75,2,11.75,12.81333333,12.42,9.316666667,7.906666667
1981,4,41,13,11,10,10,10,2,11.75,12.81333333,12.42,9.316666667,7.906666667
1981,4,42,11.9,10,10,11,13,2,11.75,12.81333333,12.42,9.316666667,7.906666667
1981,4,44,NaN,NaN,NaN,NaN,NaN,2,11.75,12.81333333,12.42,9.316666667,7.906666667
1981,4,47,12.5,10.3,11,12,13,2,11.75,12.81333333,12.42,9.316666667,7.906666667
1981,4,53,11.5,9,10,12.5,14,2,11.75,12.81333333,12.42,9.316666667,7.906666667
1981,4,54,NaN,NaN,NaN,NaN,NaN,2,11.75,12.81333333,12.42,9.316666667,7.906666667
1981,4,58,11.8,14,14.7,12.9,12.6,2,11.75,12.81333333,12.42,9.316666667,7.906666667
1981,4,62,11,9,10,10,10,2,11.75,12.81333333,12.42,9.316666667,7.906666667
1981,4,63,14.4,13.75,13.5,13.75,14.23,2,11.75,12.81333333,12.42,9.316666667,7.906666667
1981,4,66,NaN,NaN,NaN,NaN,NaN,2,11.75,12.81333333,12.42,9.316666667,7.906666667
1981,4,67,11.5,10,12,11.5,11,2,11.75,12.81333333,12.42,9.316666667,7.906666667
1981,4,68,11.15,9.78,10.75,12.5,13.6,2,11.75,12.81333333,12.42,9.316666667,7.906666667
1981,4,69,NaN,NaN,NaN,NaN,NaN,2,11.75,12.81333333,12.42,9.316666667,7.906666667
1981,4,70,11,9,13,14,14,2,11.75,12.81333333,12.42,9.316666667,7.906666667
1981,4,72,NaN,NaN,NaN,NaN,NaN,2,11.75,12.81333333,12.42,9.316666667,7.906666667
1981,4,74,11.4,10.2,9.5,12.3,14.6,2,11.75,12.81333333,12.42,9.316666667,7.906666667
1981,4,75,11,11,11,12,12,2,11.75,12.81333333,12.42,9.316666667,7.906666667
1981,4,76,NaN,NaN,NaN,NaN,NaN,2,11.75,12.81333333,12.42,9.316666667,7.906666667
1981,4,79,13,10.5,10,10.5,11.2,2,11.75,12.81333333,12.42,9.316666667,7.906666667
1981,4,80,12.7,12.3,13,13.7,13.4,2,11.75,12.81333333,12.42,9.316666667,7.906666667
1981,4,82,11.6,9.25,8.7,8.7,8.85,2,11.75,12.81333333,12.42,9.316666667,7.906666667
1981,4,84,11.5,11,12,14,16,2,11.75,12.81333333,12.42,9.316666667,7.906666667
1981,4,88,NaN,NaN,NaN,NaN,NaN,2,11.75,12.81333333,12.42,9.316666667,7.906666667
1981,4,89,8.5,7,6.5,6.5,7,2,11.75,12.81333333,12.42,9.316666667,7.906666667
1981,4,96,12.4,11.1,11.2,11.6,12.6,2,11.75,12.81333333,12.42,9.316666667,7.906666667
1981,4,97,13,12.5,11.3,10.2,9,2,11.75,12.81333333,12.42,9.316666667,7.906666667
1982,1,3,12.6,11,10.6,10.9,11.1,3,12.81333333,12.42,9.316666667,7.906666667,8.106666667
1982,1,5,NaN,NaN,NaN,NaN,NaN,3,12.81333333,12.42,9.316666667,7.906666667,8.106666667
1982,1,9,15,12,12,11,11,3,12.81333333,12.42,9.316666667,7.906666667,8.106666667
1982,1,16,13.5,13,12.8,12.5,12.5,3,12.81333333,12.42,9.316666667,7.906666667,8.106666667
1982,1,19,12.5,11,12,12.5,13.5,3,12.81333333,12.42,9.316666667,7.906666667,8.106666667
1982,1,21,NaN,NaN,NaN,NaN,NaN,3,12.81333333,12.42,9.316666667,7.906666667,8.106666667
1982,1,23,12.5,11.9,11.5,10.9,10.5,3,12.81333333,12.42,9.316666667,7.906666667,8.106666667
1982,1,27,13,13.5,14,14.25,18,3,12.81333333,12.42,9.316666667,7.906666667,8.106666667
1982,1,30,14.5,15.1,15,13,12.5,3,12.81333333,12.42,9.316666667,7.906666667,8.106666667
1982,1,31,13,11.8,10.5,9.5,9.3,3,12.81333333,12.42,9.316666667,7.906666667,8.106666667
1982,1,35,13.2,13.4,14,13.6,NaN,3,12.81333333,12.42,9.316666667,7.906666667,8.106666667
1982,1,36,14,13,12,11,11.5,3,12.81333333,12.42,9.316666667,7.906666667,8.106666667
1982,1,40,13.5,13.1,13.1,13.2,13.5,3,12.81333333,12.42,9.316666667,7.906666667,8.106666667
1982,1,41,NaN,NaN,NaN,NaN,NaN,3,12.81333333,12.42,9.316666667,7.906666667,8.106666667
1982,1,47,13.5,14,13,12.5,14,3,12.81333333,12.42,9.316666667,7.906666667,8.106666667
1982,1,53,13.3,12.5,13,14,14,3,12.81333333,12.42,9.316666667,7.906666667,8.106666667
1982,1,58,12.8,13.2,12.3,11.8,11.6,3,12.81333333,12.42,9.316666667,7.906666667,8.106666667
1982,1,60,12.5,11.2,10.4,10.4,10.3,3,12.81333333,12.42,9.316666667,7.906666667,8.106666667
1982,1,61,12.6,11.8,11.6,11.3,10.4,3,12.81333333,12.42,9.316666667,7.906666667,8.106666667
1982,1,62,NaN,NaN,NaN,NaN,NaN,3,12.81333333,12.42,9.316666667,7.906666667,8.106666667
1982,1,63,12,11.8,12,12.2,12.8,3,12.81333333,12.42,9.316666667,7.906666667,8.106666667
1982,1,65,12.5,10.1,10.6,9.6,9.4,3,12.81333333,12.42,9.316666667,7.906666667,8.106666667
1982,1,67,12.5,11.5,12,11.7,11,3,12.81333333,12.42,9.316666667,7.906666667,8.106666667
1982,1,68,12.8,12.3,12.6,13.5,14,3,12.81333333,12.42,9.316666667,7.906666667,8.106666667
1982,1,69,12,11,11.5,12.5,NaN,3,12.81333333,12.42,9.316666667,7.906666667,8.106666667
1982,1,70,13,12.2,13.5,14.7,15.2,3,12.81333333,12.42,9.316666667,7.906666667,8.106666667
1982,1,72,13.5,12,11,11.75,11,3,12.81333333,12.42,9.316666667,7.906666667,8.106666667
1982,1,75,11.75,10.5,10,11,10.5,3,12.81333333,12.42,9.316666667,7.906666667,8.106666667
1982,1,78,11.97,11.05,11.44,12.4,12.03,3,12.81333333,12.42,9.316666667,7.906666667,8.106666667
1982,1,79,13.4,12.9,12.9,14,14.4,3,12.81333333,12.42,9.316666667,7.906666667,8.106666667
1982,1,83,NaN,NaN,NaN,NaN,NaN,3,12.81333333,12.42,9.316666667,7.906666667,8.106666667
1982,1,86,13.25,14,14.5,12,11.3,3,12.81333333,12.42,9.316666667,7.906666667,8.106666667
1982,1,87,NaN,NaN,NaN,NaN,NaN,3,12.81333333,12.42,9.316666667,7.906666667,8.106666667
1982,1,88,NaN,NaN,NaN,NaN,NaN,3,12.81333333,12.42,9.316666667,7.906666667,8.106666667
1982,1,90,12.3,11.4,12,12.5,11.9,3,12.81333333,12.42,9.316666667,7.906666667,8.106666667
1982,2,3,12,10.2,10.3,10.8,11,4,12.42,9.316666667,7.906666667,8.106666667,8.396666667
1982,2,4,12.7,12.5,12.7,12.3,12.4,4,12.42,9.316666667,7.906666667,8.106666667,8.396666667
1982,2,5,NaN,NaN,NaN,NaN,NaN,4,12.42,9.316666667,7.906666667,8.106666667,8.396666667
1982,2,9,12.9,11,11,10,9,4,12.42,9.316666667,7.906666667,8.106666667,8.396666667
1982,2,10,NaN,NaN,NaN,NaN,NaN,4,12.42,9.316666667,7.906666667,8.106666667,8.396666667
1982,2,12,NaN,NaN,NaN,NaN,NaN,4,12.42,9.316666667,7.906666667,8.106666667,8.396666667
1982,2,13,12,12,12.3,12,11.9,4,12.42,9.316666667,7.906666667,8.106666667,8.396666667
1982,2,15,13.75,14.25,15,14,13,4,12.42,9.316666667,7.906666667,8.106666667,8.396666667
1982,2,16,11.9,11,10,10,9.5,4,12.42,9.316666667,7.906666667,8.106666667,8.396666667
1982,2,19,12.3,12.1,12.1,12.2,12.2,4,12.42,9.316666667,7.906666667,8.106666667,8.396666667
1982,2,20,11.5,11.4,12.4,11.6,11.5,4,12.42,9.316666667,7.906666667,8.106666667,8.396666667
1982,2,30,12,11.7,12.2,12.4,12.6,4,12.42,9.316666667,7.906666667,8.106666667,8.396666667
1982,2,31,12.3,10.5,9.5,9.25,9,4,12.42,9.316666667,7.906666667,8.106666667,8.396666667
1982,2,33,11.5,10.5,11.5,12.5,11.5,4,12.42,9.316666667,7.906666667,8.106666667,8.396666667
1982,2,35,12.2,12,12.8,12.2,11.5,4,12.42,9.316666667,7.906666667,8.106666667,8.396666667
1982,2,40,12.44,12.25,12.5,12.8,12.83,4,12.42,9.316666667,7.906666667,8.106666667,8.396666667
1982,2,41,NaN,NaN,NaN,NaN,NaN,4,12.42,9.316666667,7.906666667,8.106666667,8.396666667
1982,2,46,12,11,10.5,10,11,4,12.42,9.316666667,7.906666667,8.106666667,8.396666667
1982,2,47,13.2,12.2,12,12.2,12.5,4,12.42,9.316666667,7.906666667,8.106666667,8.396666667
1982,2,51,12.1,12,12.2,12.4,12.4,4,12.42,9.316666667,7.906666667,8.106666667,8.396666667
1982,2,53,12.5,11.8,12,13,12.5,4,12.42,9.316666667,7.906666667,8.106666667,8.396666667
1982,2,58,12.6,12.3,11.8,11.6,11.4,4,12.42,9.316666667,7.906666667,8.106666667,8.396666667
1982,2,60,12.2,11.9,12,11.7,10.9,4,12.42,9.316666667,7.906666667,8.106666667,8.396666667
1982,2,62,11,10,9,9,9,4,12.42,9.316666667,7.906666667,8.106666667,8.396666667
1982,2,63,12.3,12.3,12.5,13.2,13.6,4,12.42,9.316666667,7.906666667,8.106666667,8.396666667
1982,2,65,12.8,12.8,12,11.8,11.5,4,12.42,9.316666667,7.906666667,8.106666667,8.396666667
1982,2,66,NaN,NaN,NaN,NaN,NaN,4,12.42,9.316666667,7.906666667,8.106666667,8.396666667
1982,2,67,12.2,12.4,12.6,12,11.5,4,12.42,9.316666667,7.906666667,8.106666667,8.396666667
1982,2,68,12,11.6,12,12.2,12.2,4,12.42,9.316666667,7.906666667,8.106666667,8.396666667
1982,2,69,12.7,12.3,12.5,12,11.5,4,12.42,9.316666667,7.906666667,8.106666667,8.396666667
1982,2,70,12.4,13,14,14.8,15.4,4,12.42,9.316666667,7.906666667,8.106666667,8.396666667
1982,2,72,12.5,10,11,11.7,12.1,4,12.42,9.316666667,7.906666667,8.106666667,8.396666667
1982,2,74,12.8,12.4,12.5,13.1,13,4,12.42,9.316666667,7.906666667,8.106666667,8.396666667
1982,2,75,11.5,10.5,10.5,10.5,10.5,4,12.42,9.316666667,7.906666667,8.106666667,8.396666667
1982,2,78,11.6,11.2,11.5,12.3,11.5,4,12.42,9.316666667,7.906666667,8.106666667,8.396666667
1982,2,79,12.3,11.6,12.3,12.6,12.2,4,12.42,9.316666667,7.906666667,8.106666667,8.396666667
1982,2,80,12,11.4,11.7,12.2,11.4,4,12.42,9.316666667,7.906666667,8.106666667,8.396666667
1982,2,83,NaN,NaN,NaN,NaN,NaN,4,12.42,9.316666667,7.906666667,8.106666667,8.396666667
1982,2,84,12.5,14,15,13,11,4,12.42,9.316666667,7.906666667,8.106666667,8.396666667
1982,2,88,12.1,11.8,11.7,12.3,10.5,4,12.42,9.316666667,7.906666667,8.106666667,8.396666667
1982,2,92,12.4,11.6,12,12.4,12.5,4,12.42,9.316666667,7.906666667,8.106666667,8.396666667
1982,2,93,12.2,11.6,11.9,11.9,11.5,4,12.42,9.316666667,7.906666667,8.106666667,8.396666667
1982,3,3,9.9,8.7,8.5,8.8,9.1,5,9.316666667,7.906666667,8.106666667,8.396666667,9.14
1982,3,5,10.5,8.5,8.7,9,9.2,5,9.316666667,7.906666667,8.106666667,8.396666667,9.14
1982,3,9,9,9,9.5,9,9,5,9.316666667,7.906666667,8.106666667,8.396666667,9.14
1982,3,16,10,9,9,10,10,5,9.316666667,7.906666667,8.106666667,8.396666667,9.14
1982,3,19,9,7.8,8.5,9.2,10,5,9.316666667,7.906666667,8.106666667,8.396666667,9.14
1982,3,20,12,12.1,12,11.6,12,5,9.316666667,7.906666667,8.106666667,8.396666667,9.14
1982,3,21,11.8,13,14,14,14.4,5,9.316666667,7.906666667,8.106666667,8.396666667,9.14
1982,3,23,11.6,11,10.5,10.5,10.5,5,9.316666667,7.906666667,8.106666667,8.396666667,9.14
1982,3,25,NaN,NaN,NaN,NaN,NaN,5,9.316666667,7.906666667,8.106666667,8.396666667,9.14
1982,3,27,11.2,11.5,11.5,12,12,5,9.316666667,7.906666667,8.106666667,8.396666667,9.14
1982,3,30,11.6,12,12.4,12.6,12.8,5,9.316666667,7.906666667,8.106666667,8.396666667,9.14
1982,3,33,8,7.5,7.25,7.25,7.25,5,9.316666667,7.906666667,8.106666667,8.396666667,9.14
1982,3,35,NaN,NaN,NaN,NaN,NaN,5,9.316666667,7.906666667,8.106666667,8.396666667,9.14
1982,3,36,11.5,10.5,11,11.5,12,5,9.316666667,7.906666667,8.106666667,8.396666667,9.14
1982,3,39,10,9.5,10,10.5,11,5,9.316666667,7.906666667,8.106666667,8.396666667,9.14
1982,3,43,10.5,9.5,8.5,8,8.5,5,9.316666667,7.906666667,8.106666667,8.396666667,9.14
1982,3,47,10,8,10,10.8,11.2,5,9.316666667,7.906666667,8.106666667,8.396666667,9.14
1982,3,51,9.1,9,8.9,8.8,8.8,5,9.316666667,7.906666667,8.106666667,8.396666667,9.14
1982,3,56,9.5,8,8.5,9.5,10.5,5,9.316666667,7.906666667,8.106666667,8.396666667,9.14
1982,3,58,11.7,11,10.3,9.7,9.1,5,9.316666667,7.906666667,8.106666667,8.396666667,9.14
1982,3,59,12,12.2,12.5,13,13.5,5,9.316666667,7.906666667,8.106666667,8.396666667,9.14
1982,3,60,11,10.5,10.6,10.5,10.4,5,9.316666667,7.906666667,8.106666667,8.396666667,9.14
1982,3,61,11.5,11.6,12,11.2,10.8,5,9.316666667,7.906666667,8.106666667,8.396666667,9.14
1982,3,62,9.5,9,9.5,8.5,8.5,5,9.316666667,7.906666667,8.106666667,8.396666667,9.14
1982,3,65,10.7,11.1,11.7,11,11.1,5,9.316666667,7.906666667,8.106666667,8.396666667,9.14
1982,3,66,9.7,9.2,9.5,9.5,10.2,5,9.316666667,7.906666667,8.106666667,8.396666667,9.14
1982,3,68,9,8.4,9.25,9.8,10.3,5,9.316666667,7.906666667,8.106666667,8.396666667,9.14
1982,3,69,10.2,9.8,10.5,10.7,11,5,9.316666667,7.906666667,8.106666667,8.396666667,9.14
1982,3,70,8.5,9,10,11.2,12.5,5,9.316666667,7.906666667,8.106666667,8.396666667,9.14
1982,3,72,11,10.5,11,NaN,NaN,5,9.316666667,7.906666667,8.106666667,8.396666667,9.14
1982,3,75,10.5,11,10.5,10,10,5,9.316666667,7.906666667,8.106666667,8.396666667,9.14
1982,3,78,8.43,8.33,10.64,10.42,9.58,5,9.316666667,7.906666667,8.106666667,8.396666667,9.14
1982,3,79,10.5,10.6,10.8,11,11.3,5,9.316666667,7.906666667,8.106666667,8.396666667,9.14
1982,3,80,10.5,10.3,11.6,10.6,10.1,5,9.316666667,7.906666667,8.106666667,8.396666667,9.14
1982,3,84,10,7,8,8,7,5,9.316666667,7.906666667,8.106666667,8.396666667,9.14
1982,3,86,10.7,11.4,11.2,10.6,10.3,5,9.316666667,7.906666667,8.106666667,8.396666667,9.14
1982,3,87,NaN,NaN,NaN,NaN,NaN,5,9.316666667,7.906666667,8.106666667,8.396666667,9.14
1982,3,89,NaN,NaN,NaN,NaN,NaN,5,9.316666667,7.906666667,8.106666667,8.396666667,9.14
1982,3,92,10,8.8,9,9.3,9.6,5,9.316666667,7.906666667,8.106666667,8.396666667,9.14
1982,3,94,NaN,NaN,NaN,NaN,NaN,5,9.316666667,7.906666667,8.106666667,8.396666667,9.14
1982,3,95,10,9.5,10,10.5,11,5,9.316666667,7.906666667,8.106666667,8.396666667,9.14
1982,3,96,9.4,9.8,11.1,10.8,9.9,5,9.316666667,7.906666667,8.106666667,8.396666667,9.14
1982,3,97,9,7.2,7.2,7.1,7,5,9.316666667,7.906666667,8.106666667,8.396666667,9.14
1982,4,5,7.8,8.5,8.9,8.3,8.6,6,7.906666667,8.106666667,8.396666667,9.14,8.8
1982,4,9,7.7,7.8,8,8,7.6,6,7.906666667,8.106666667,8.396666667,9.14,8.8
1982,4,12,NaN,NaN,NaN,NaN,NaN,6,7.906666667,8.106666667,8.396666667,9.14,8.8
1982,4,13,9.5,9.4,9.2,9,8.9,6,7.906666667,8.106666667,8.396666667,9.14,8.8
1982,4,19,7.7,6.6,6.1,6.5,7,6,7.906666667,8.106666667,8.396666667,9.14,8.8
1982,4,21,9.9,10,10.9,11,11.3,6,7.906666667,8.106666667,8.396666667,9.14,8.8
1982,4,23,8,7,7,7,7,6,7.906666667,8.106666667,8.396666667,9.14,8.8
1982,4,30,9.09,8.7,8.5,8.2,7.8,6,7.906666667,8.106666667,8.396666667,9.14,8.8
1982,4,31,8,8.75,8.25,8,7.75,6,7.906666667,8.106666667,8.396666667,9.14,8.8
1982,4,33,8.3,7.5,7.5,7.8,8,6,7.906666667,8.106666667,8.396666667,9.14,8.8
1982,4,35,7.9,9.3,9.1,8.5,9.2,6,7.906666667,8.106666667,8.396666667,9.14,8.8
1982,4,39,8.2,8,8.25,8.5,8.75,6,7.906666667,8.106666667,8.396666667,9.14,8.8
1982,4,40,7.87,9.15,7.93,7.96,7.69,6,7.906666667,8.106666667,8.396666667,9.14,8.8
1982,4,41,NaN,NaN,NaN,NaN,NaN,6,7.906666667,8.106666667,8.396666667,9.14,8.8
1982,4,43,8,7.5,7,7.5,8.5,6,7.906666667,8.106666667,8.396666667,9.14,8.8
1982,4,46,7.8,7.5,7.5,8,8.5,6,7.906666667,8.106666667,8.396666667,9.14,8.8
1982,4,47,8,8.3,8.5,8.8,9,6,7.906666667,8.106666667,8.396666667,9.14,8.8
1982,4,51,7.9,7.8,7.7,7.6,7.5,6,7.906666667,8.106666667,8.396666667,9.14,8.8
1982,4,58,9.7,9.6,9.5,9.1,8.6,6,7.906666667,8.106666667,8.396666667,9.14,8.8
1982,4,59,9.5,9,9.5,10,11,6,7.906666667,8.106666667,8.396666667,9.14,8.8
1982,4,60,7.9,7.7,7.6,7.4,7.4,6,7.906666667,8.106666667,8.396666667,9.14,8.8
1982,4,61,7.46,9.46,10.5,9.58,8.81,6,7.906666667,8.106666667,8.396666667,9.14,8.8
1982,4,62,8,7,7,7,7,6,7.906666667,8.106666667,8.396666667,9.14,8.8
1982,4,66,7.6,7,7,7.3,7.8,6,7.906666667,8.106666667,8.396666667,9.14,8.8
1982,4,67,7.8,8,8,7.5,7,6,7.906666667,8.106666667,8.396666667,9.14,8.8
1982,4,68,7.6,7.9,8.5,8.8,9,6,7.906666667,8.106666667,8.396666667,9.14,8.8
1982,4,69,7.7,8,8,8.5,9,6,7.906666667,8.106666667,8.396666667,9.14,8.8
1982,4,70,7.85,7.5,8,9.5,9.5,6,7.906666667,8.106666667,8.396666667,9.14,8.8
1982,4,72,7.75,7,6.75,7,7.5,6,7.906666667,8.106666667,8.396666667,9.14,8.8
1982,4,74,NaN,NaN,NaN,NaN,NaN,6,7.906666667,8.106666667,8.396666667,9.14,8.8
1982,4,75,8,8,8,9,9,6,7.906666667,8.106666667,8.396666667,9.14,8.8
1982,4,79,7.9,8,8,7.7,7.6,6,7.906666667,8.106666667,8.396666667,9.14,8.8
1982,4,84,8,7.7,7.5,7.3,7.5,6,7.906666667,8.106666667,8.396666667,9.14,8.8
1982,4,87,7.5,7,6.2,6,6,6,7.906666667,8.106666667,8.396666667,9.14,8.8
1982,4,92,7.5,7.2,8,8.4,8.9,6,7.906666667,8.106666667,8.396666667,9.14,8.8
1982,4,94,7.5,8.7,9,8.5,8.6,6,7.906666667,8.106666667,8.396666667,9.14,8.8
1982,4,95,7.4,7,7,7.5,8,6,7.906666667,8.106666667,8.396666667,9.14,8.8
1982,4,96,7.5,7.6,9.6,9.9,9.8,6,7.906666667,8.106666667,8.396666667,9.14,8.8
1983,1,5,7.2,7.3,7.7,7.9,8,7,8.106666667,8.396666667,9.14,8.8,9.17
1983,1,9,8.1,8.2,8.5,8.5,8,7,8.106666667,8.396666667,9.14,8.8,9.17
1983,1,12,8.7,8.7,9,8.5,8,7,8.106666667,8.396666667,9.14,8.8,9.17
1983,1,16,7.9,7.5,7.5,8,8.5,7,8.106666667,8.396666667,9.14,8.8,9.17
1983,1,18,8.04,7.89,8.07,8.51,8.89,7,8.106666667,8.396666667,9.14,8.8,9.17
1983,1,19,8.2,7.8,7.8,7.8,7.8,7,8.106666667,8.396666667,9.14,8.8,9.17
1983,1,21,8.4,8.51,8.6,8.65,8.7,7,8.106666667,8.396666667,9.14,8.8,9.17
1983,1,30,8.05,8.1,8.2,8.3,8.35,7,8.106666667,8.396666667,9.14,8.8,9.17
1983,1,35,7.5,7.7,8,8,7.5,7,8.106666667,8.396666667,9.14,8.8,9.17
1983,1,40,7.97,7.48,7.53,7.42,7.31,7,8.106666667,8.396666667,9.14,8.8,9.17
1983,1,41,NaN,NaN,NaN,NaN,NaN,7,8.106666667,8.396666667,9.14,8.8,9.17
1983,1,42,7.9,7.5,7,7.25,7.5,7,8.106666667,8.396666667,9.14,8.8,9.17
1983,1,43,7.5,7,7.5,8,8.25,7,8.106666667,8.396666667,9.14,8.8,9.17
1983,1,47,7.3,7.8,8.3,8.7,8.9,7,8.106666667,8.396666667,9.14,8.8,9.17
1983,1,51,7.6,7.5,7.5,7.5,7.5,7,8.106666667,8.396666667,9.14,8.8,9.17
1983,1,53,7.75,7.5,7.5,7.75,8,7,8.106666667,8.396666667,9.14,8.8,9.17
1983,1,58,8.5,9,10.5,9.5,9,7,8.106666667,8.396666667,9.14,8.8,9.17
1983,1,60,7.4,7.2,6.8,6.7,6.8,7,8.106666667,8.396666667,9.14,8.8,9.17
1983,1,61,7.2,7,7.1,7.4,7.8,7,8.106666667,8.396666667,9.14,8.8,9.17
