"Nowcast_CD","Q1Ahead_CD","Q2Ahead_CD","Q3Ahead_CD","Q4Ahead_CD","Date_number"
9.316666667,7.906666667,8.106666667,8.396666667,9.14,5
9.316666667,7.906666667,8.106666667,8.396666667,9.14,5
9.316666667,7.906666667,8.106666667,8.396666667,9.14,5
9.316666667,7.906666667,8.106666667,8.396666667,9.14,5
7.906666667,8.106666667,8.396666667,9.14,8.8,6
7.906666667,8.106666667,8.396666667,9.14,8.8,6
7.906666667,8.106666667,8.396666667,9.14,8.8,6
7.906666667,8.106666667,8.396666667,9.14,8.8,6
7.906666667,8.106666667,8.396666667,9.14,8.8,6
7.906666667,8.106666667,8.396666667,9.14,8.8,6
7.906666667,8.106666667,8.396666667,9.14,8.8,6
7.906666667,8.106666667,8.396666667,9.14,8.8,6
7.906666667,8.106666667,8.396666667,9.14,8.8,6
7.906666667,8.106666667,8.396666667,9.14,8.8,6
7.906666667,8.106666667,8.396666667,9.14,8.8,6
7.906666667,8.106666667,8.396666667,9.14,8.8,6
7.906666667,8.106666667,8.396666667,9.14,8.8,6
7.906666667,8.106666667,8.396666667,9.14,8.8,6
7.906666667,8.106666667,8.396666667,9.14,8.8,6
7.906666667,8.106666667,8.396666667,9.14,8.8,6
7.906666667,8.106666667,8.396666667,9.14,8.8,6
7.906666667,8.106666667,8.396666667,9.14,8.8,6
7.906666667,8.106666667,8.396666667,9.14,8.8,6
7.906666667,8.106666667,8.396666667,9.14,8.8,6
7.906666667,8.106666667,8.396666667,9.14,8.8,6
7.906666667,8.106666667,8.396666667,9.14,8.8,6
7.906666667,8.106666667,8.396666667,9.14,8.8,6
7.906666667,8.106666667,8.396666667,9.14,8.8,6
7.906666667,8.106666667,8.396666667,9.14,8.8,6
7.906666667,8.106666667,8.396666667,9.14,8.8,6
7.906666667,8.106666667,8.396666667,9.14,8.8,6
7.906666667,8.106666667,8.396666667,9.14,8.8,6
7.906666667,8.106666667,8.396666667,9.14,8.8,6
7.906666667,8.106666667,8.396666667,9.14,8.8,6
7.906666667,8.106666667,8.396666667,9.14,8.8,6
7.906666667,8.106666667,8.396666667,9.14,8.8,6
7.906666667,8.106666667,8.396666667,9.14,8.8,6
7.906666667,8.106666667,8.396666667,9.14,8.8,6
7.906666667,8.106666667,8.396666667,9.14,8.8,6
7.906666667,8.106666667,8.396666667,9.14,8.8,6
7.906666667,8.106666667,8.396666667,9.14,8.8,6
7.906666667,8.106666667,8.396666667,9.14,8.8,6
8.106666667,8.396666667,9.14,8.8,9.17,7
8.106666667,8.396666667,9.14,8.8,9.17,7
8.106666667,8.396666667,9.14,8.8,9.17,7
8.106666667,8.396666667,9.14,8.8,9.17,7
8.106666667,8.396666667,9.14,8.8,9.17,7
8.106666667,8.396666667,9.14,8.8,9.17,7
8.106666667,8.396666667,9.14,8.8,9.17,7
8.106666667,8.396666667,9.14,8.8,9.17,7
8.106666667,8.396666667,9.14,8.8,9.17,7
8.106666667,8.396666667,9.14,8.8,9.17,7
8.106666667,8.396666667,9.14,8.8,9.17,7
8.106666667,8.396666667,9.14,8.8,9.17,7
8.106666667,8.396666667,9.14,8.8,9.17,7
8.106666667,8.396666667,9.14,8.8,9.17,7
8.106666667,8.396666667,9.14,8.8,9.17,7
8.106666667,8.396666667,9.14,8.8,9.17,7
8.106666667,8.396666667,9.14,8.8,9.17,7
8.106666667,8.396666667,9.14,8.8,9.17,7
8.106666667,8.396666667,9.14,8.8,9.17,7
8.106666667,8.396666667,9.14,8.8,9.17,7
8.106666667,8.396666667,9.14,8.8,9.17,7
8.106666667,8.396666667,9.14,8.8,9.17,7
8.106666667,8.396666667,9.14,8.8,9.17,7
8.106666667,8.396666667,9.14,8.8,9.17,7
8.106666667,8.396666667,9.14,8.8,9.17,7
8.106666667,8.396666667,9.14,8.8,9.17,7
8.106666667,8.396666667,9.14,8.8,9.17,7
8.106666667,8.396666667,9.14,8.8,9.17,7
8.106666667,8.396666667,9.14,8.8,9.17,7
8.106666667,8.396666667,9.14,8.8,9.17,7
8.106666667,8.396666667,9.14,8.8,9.17,7
8.106666667,8.396666667,9.14,8.8,9.17,7
8.106666667,8.396666667,9.14,8.8,9.17,7
8.106666667,8.396666667,9.14,8.8,9.17,7
8.106666667,8.396666667,9.14,8.8,9.17,7
8.106666667,8.396666667,9.14,8.8,9.17,7
8.106666667,8.396666667,9.14,8.8,9.17,7
8.106666667,8.396666667,9.14,8.8,9.17,7
8.396666667,9.14,8.8,9.17,9.796666667,8
8.396666667,9.14,8.8,9.17,9.796666667,8
8.396666667,9.14,8.8,9.17,9.796666667,8
8.396666667,9.14,8.8,9.17,9.796666667,8
8.396666667,9.14,8.8,9.17,9.796666667,8
8.396666667,9.14,8.8,9.17,9.796666667,8
8.396666667,9.14,8.8,9.17,9.796666667,8
8.396666667,9.14,8.8,9.17,9.796666667,8
8.396666667,9.14,8.8,9.17,9.796666667,8
8.396666667,9.14,8.8,9.17,9.796666667,8
8.396666667,9.14,8.8,9.17,9.796666667,8
8.396666667,9.14,8.8,9.17,9.796666667,8
8.396666667,9.14,8.8,9.17,9.796666667,8
8.396666667,9.14,8.8,9.17,9.796666667,8
8.396666667,9.14,8.8,9.17,9.796666667,8
8.396666667,9.14,8.8,9.17,9.796666667,8
8.396666667,9.14,8.8,9.17,9.796666667,8
8.396666667,9.14,8.8,9.17,9.796666667,8
8.396666667,9.14,8.8,9.17,9.796666667,8
8.396666667,9.14,8.8,9.17,9.796666667,8
8.396666667,9.14,8.8,9.17,9.796666667,8
8.396666667,9.14,8.8,9.17,9.796666667,8
8.396666667,9.14,8.8,9.17,9.796666667,8
8.396666667,9.14,8.8,9.17,9.796666667,8
8.396666667,9.14,8.8,9.17,9.796666667,8
8.396666667,9.14,8.8,9.17,9.796666667,8
8.396666667,9.14,8.8,9.17,9.796666667,8
8.396666667,9.14,8.8,9.17,9.796666667,8
8.396666667,9.14,8.8,9.17,9.796666667,8
8.396666667,9.14,8.8,9.17,9.796666667,8
8.396666667,9.14,8.8,9.17,9.796666667,8
8.396666667,9.14,8.8,9.17,9.796666667,8
8.396666667,9.14,8.8,9.17,9.796666667,8
8.396666667,9.14,8.8,9.17,9.796666667,8
8.396666667,9.14,8.8,9.17,9.796666667,8
8.396666667,9.14,8.8,9.17,9.796666667,8
8.396666667,9.14,8.8,9.17,9.796666667,8
8.396666667,9.14,8.8,9.17,9.796666667,8
8.396666667,9.14,8.8,9.17,9.796666667,8
8.396666667,9.14,8.8,9.17,9.796666667,8
9.14,8.8,9.17,9.796666667,10.32,9
9.14,8.8,9.17,9.796666667,10.32,9
9.14,8.8,9.17,9.796666667,10.32,9
9.14,8.8,9.17,9.796666667,10.32,9
9.14,8.8,9.17,9.796666667,10.32,9
9.14,8.8,9.17,9.796666667,10.32,9
9.14,8.8,9.17,9.796666667,10.32,9
9.14,8.8,9.17,9.796666667,10.32,9
9.14,8.8,9.17,9.796666667,10.32,9
9.14,8.8,9.17,9.796666667,10.32,9
9.14,8.8,9.17,9.796666667,10.32,9
9.14,8.8,9.17,9.796666667,10.32,9
9.14,8.8,9.17,9.796666667,10.32,9
9.14,8.8,9.17,9.796666667,10.32,9
9.14,8.8,9.17,9.796666667,10.32,9
9.14,8.8,9.17,9.796666667,10.32,9
9.14,8.8,9.17,9.796666667,10.32,9
9.14,8.8,9.17,9.796666667,10.32,9
9.14,8.8,9.17,9.796666667,10.32,9
9.14,8.8,9.17,9.796666667,10.32,9
9.14,8.8,9.17,9.796666667,10.32,9
9.14,8.8,9.17,9.796666667,10.32,9
9.14,8.8,9.17,9.796666667,10.32,9
9.14,8.8,9.17,9.796666667,10.32,9
9.14,8.8,9.17,9.796666667,10.32,9
9.14,8.8,9.17,9.796666667,10.32,9
9.14,8.8,9.17,9.796666667,10.32,9
9.14,8.8,9.17,9.796666667,10.32,9
9.14,8.8,9.17,9.796666667,10.32,9
9.14,8.8,9.17,9.796666667,10.32,9
9.14,8.8,9.17,9.796666667,10.32,9
9.14,8.8,9.17,9.796666667,10.32,9
8.8,9.17,9.796666667,10.32,8.803333333,10
8.8,9.17,9.796666667,10.32,8.803333333,10
8.8,9.17,9.796666667,10.32,8.803333333,10
8.8,9.17,9.796666667,10.32,8.803333333,10
8.8,9.17,9.796666667,10.32,8.803333333,10
8.8,9.17,9.796666667,10.32,8.803333333,10
8.8,9.17,9.796666667,10.32,8.803333333,10
8.8,9.17,9.796666667,10.32,8.803333333,10
8.8,9.17,9.796666667,10.32,8.803333333,10
8.8,9.17,9.796666667,10.32,8.803333333,10
8.8,9.17,9.796666667,10.32,8.803333333,10
8.8,9.17,9.796666667,10.32,8.803333333,10
8.8,9.17,9.796666667,10.32,8.803333333,10
8.8,9.17,9.796666667,10.32,8.803333333,10
8.8,9.17,9.796666667,10.32,8.803333333,10
8.8,9.17,9.796666667,10.32,8.803333333,10
8.8,9.17,9.796666667,10.32,8.803333333,10
8.8,9.17,9.796666667,10.32,8.803333333,10
8.8,9.17,9.796666667,10.32,8.803333333,10
8.8,9.17,9.796666667,10.32,8.803333333,10
8.8,9.17,9.796666667,10.32,8.803333333,10
8.8,9.17,9.796666667,10.32,8.803333333,10
8.8,9.17,9.796666667,10.32,8.803333333,10
8.8,9.17,9.796666667,10.32,8.803333333,10
8.8,9.17,9.796666667,10.32,8.803333333,10
8.8,9.17,9.796666667,10.32,8.803333333,10
8.8,9.17,9.796666667,10.32,8.803333333,10
8.8,9.17,9.796666667,10.32,8.803333333,10
8.8,9.17,9.796666667,10.32,8.803333333,10
8.8,9.17,9.796666667,10.32,8.803333333,10
8.8,9.17,9.796666667,10.32,8.803333333,10
8.8,9.17,9.796666667,10.32,8.803333333,10
8.8,9.17,9.796666667,10.32,8.803333333,10
8.8,9.17,9.796666667,10.32,8.803333333,10
8.8,9.17,9.796666667,10.32,8.803333333,10
8.8,9.17,9.796666667,10.32,8.803333333,10
8.8,9.17,9.796666667,10.32,8.803333333,10
9.17,9.796666667,10.32,8.803333333,8.183333333,11
9.17,9.796666667,10.32,8.803333333,8.183333333,11
9.17,9.796666667,10.32,8.803333333,8.183333333,11
9.17,9.796666667,10.32,8.803333333,8.183333333,11
9.17,9.796666667,10.32,8.803333333,8.183333333,11
9.17,9.796666667,10.32,8.803333333,8.183333333,11
9.17,9.796666667,10.32,8.803333333,8.183333333,11
9.17,9.796666667,10.32,8.803333333,8.183333333,11
9.17,9.796666667,10.32,8.803333333,8.183333333,11
9.17,9.796666667,10.32,8.803333333,8.183333333,11
9.17,9.796666667,10.32,8.803333333,8.183333333,11
9.17,9.796666667,10.32,8.803333333,8.183333333,11
9.17,9.796666667,10.32,8.803333333,8.183333333,11
9.17,9.796666667,10.32,8.803333333,8.183333333,11
9.17,9.796666667,10.32,8.803333333,8.183333333,11
9.17,9.796666667,10.32,8.803333333,8.183333333,11
9.17,9.796666667,10.32,8.803333333,8.183333333,11
9.17,9.796666667,10.32,8.803333333,8.183333333,11
9.17,9.796666667,10.32,8.803333333,8.183333333,11
9.17,9.796666667,10.32,8.803333333,8.183333333,11
9.17,9.796666667,10.32,8.803333333,8.183333333,11
9.17,9.796666667,10.32,8.803333333,8.183333333,11
9.17,9.796666667,10.32,8.803333333,8.183333333,11
9.17,9.796666667,10.32,8.803333333,8.183333333,11
9.17,9.796666667,10.32,8.803333333,8.183333333,11
9.17,9.796666667,10.32,8.803333333,8.183333333,11
9.17,9.796666667,10.32,8.803333333,8.183333333,11
9.17,9.796666667,10.32,8.803333333,8.183333333,11
9.17,9.796666667,10.32,8.803333333,8.183333333,11
9.17,9.796666667,10.32,8.803333333,8.183333333,11
9.17,9.796666667,10.32,8.803333333,8.183333333,11
9.796666667,10.32,8.803333333,8.183333333,7.46,12
9.796666667,10.32,8.803333333,8.183333333,7.46,12
9.796666667,10.32,8.803333333,8.183333333,7.46,12
9.796666667,10.32,8.803333333,8.183333333,7.46,12
9.796666667,10.32,8.803333333,8.183333333,7.46,12
9.796666667,10.32,8.803333333,8.183333333,7.46,12
9.796666667,10.32,8.803333333,8.183333333,7.46,12
9.796666667,10.32,8.803333333,8.183333333,7.46,12
9.796666667,10.32,8.803333333,8.183333333,7.46,12
9.796666667,10.32,8.803333333,8.183333333,7.46,12
9.796666667,10.32,8.803333333,8.183333333,7.46,12
9.796666667,10.32,8.803333333,8.183333333,7.46,12
9.796666667,10.32,8.803333333,8.183333333,7.46,12
9.796666667,10.32,8.803333333,8.183333333,7.46,12
9.796666667,10.32,8.803333333,8.183333333,7.46,12
9.796666667,10.32,8.803333333,8.183333333,7.46,12
9.796666667,10.32,8.803333333,8.183333333,7.46,12
9.796666667,10.32,8.803333333,8.183333333,7.46,12
9.796666667,10.32,8.803333333,8.183333333,7.46,12
9.796666667,10.32,8.803333333,8.183333333,7.46,12
9.796666667,10.32,8.803333333,8.183333333,7.46,12
9.796666667,10.32,8.803333333,8.183333333,7.46,12
9.796666667,10.32,8.803333333,8.183333333,7.46,12
9.796666667,10.32,8.803333333,8.183333333,7.46,12
9.796666667,10.32,8.803333333,8.183333333,7.46,12
9.796666667,10.32,8.803333333,8.183333333,7.46,12
9.796666667,10.32,8.803333333,8.183333333,7.46,12
9.796666667,10.32,8.803333333,8.183333333,7.46,12
9.796666667,10.32,8.803333333,8.183333333,7.46,12
9.796666667,10.32,8.803333333,8.183333333,7.46,12
9.796666667,10.32,8.803333333,8.183333333,7.46,12
9.796666667,10.32,8.803333333,8.183333333,7.46,12
9.796666667,10.32,8.803333333,8.183333333,7.46,12
9.796666667,10.32,8.803333333,8.183333333,7.46,12
9.796666667,10.32,8.803333333,8.183333333,7.46,12
10.32,8.803333333,8.183333333,7.46,7.106666667,13
10.32,8.803333333,8.183333333,7.46,7.106666667,13
10.32,8.803333333,8.183333333,7.46,7.106666667,13
10.32,8.803333333,8.183333333,7.46,7.106666667,13
10.32,8.803333333,8.183333333,7.46,7.106666667,13
10.32,8.803333333,8.183333333,7.46,7.106666667,13
10.32,8.803333333,8.183333333,7.46,7.106666667,13
10.32,8.803333333,8.183333333,7.46,7.106666667,13
10.32,8.803333333,8.183333333,7.46,7.106666667,13
10.32,8.803333333,8.183333333,7.46,7.106666667,13
10.32,8.803333333,8.183333333,7.46,7.106666667,13
10.32,8.803333333,8.183333333,7.46,7.106666667,13
10.32,8.803333333,8.183333333,7.46,7.106666667,13
10.32,8.803333333,8.183333333,7.46,7.106666667,13
10.32,8.803333333,8.183333333,7.46,7.106666667,13
10.32,8.803333333,8.183333333,7.46,7.106666667,13
10.32,8.803333333,8.183333333,7.46,7.106666667,13
10.32,8.803333333,8.183333333,7.46,7.106666667,13
10.32,8.803333333,8.183333333,7.46,7.106666667,13
10.32,8.803333333,8.183333333,7.46,7.106666667,13
10.32,8.803333333,8.183333333,7.46,7.106666667,13
10.32,8.803333333,8.183333333,7.46,7.106666667,13
10.32,8.803333333,8.183333333,7.46,7.106666667,13
10.32,8.803333333,8.183333333,7.46,7.106666667,13
10.32,8.803333333,8.183333333,7.46,7.106666667,13
10.32,8.803333333,8.183333333,7.46,7.106666667,13
10.32,8.803333333,8.183333333,7.46,7.106666667,13
8.803333333,8.183333333,7.46,7.106666667,7.166666667,14
8.803333333,8.183333333,7.46,7.106666667,7.166666667,14
8.803333333,8.183333333,7.46,7.106666667,7.166666667,14
8.803333333,8.183333333,7.46,7.106666667,7.166666667,14
8.803333333,8.183333333,7.46,7.106666667,7.166666667,14
8.803333333,8.183333333,7.46,7.106666667,7.166666667,14
8.803333333,8.183333333,7.46,7.106666667,7.166666667,14
8.803333333,8.183333333,7.46,7.106666667,7.166666667,14
8.803333333,8.183333333,7.46,7.106666667,7.166666667,14
8.803333333,8.183333333,7.46,7.106666667,7.166666667,14
8.803333333,8.183333333,7.46,7.106666667,7.166666667,14
8.803333333,8.183333333,7.46,7.106666667,7.166666667,14
8.803333333,8.183333333,7.46,7.106666667,7.166666667,14
8.803333333,8.183333333,7.46,7.106666667,7.166666667,14
8.803333333,8.183333333,7.46,7.106666667,7.166666667,14
8.803333333,8.183333333,7.46,7.106666667,7.166666667,14
8.803333333,8.183333333,7.46,7.106666667,7.166666667,14
8.803333333,8.183333333,7.46,7.106666667,7.166666667,14
